代码,时间,开盘价,最高价,最低价,收盘价,成交量.股.,成交额.元.
SH688521,2024-01-02,49.82,49.93,47.75,47.78,3037362,146747440
SH688521,2024-01-03,47.54,48.08,46.16,46.53,2847389,133553168
SH688521,2024-01-04,46.53,47.78,45.5,45.7,2323411,107069752
SH688521,2024-01-05,45.6,46.46,44.72,45.16,2601376,118552800
SH688521,2024-01-08,44.97,45.2,43.51,43.56,2586641,114069920
SH688521,2024-01-09,43.93,44.83,42.33,42.6,3630975,157068928
SH688521,2024-01-10,42.68,45.28,42.02,44.3,4568350,201440160
SH688521,2024-01-11,44.43,45.58,44.01,44.48,3434607,153383088
SH688521,2024-01-12,44.3,44.44,42.95,43.13,3117172,135836480
SH688521,2024-01-15,42.94,44.31,42.72,43.35,3184675,138434720
SH688521,2024-01-16,43.65,43.65,42.16,42.92,2171168,92774872
SH688521,2024-01-17,42.92,42.99,41.38,41.38,2023335,85448560
SH688521,2024-01-18,41.23,42.28,40.4,42.0,3837473,157873632
SH688521,2024-01-19,42.1,42.41,41.23,41.28,2153307,89931576
SH688521,2024-01-22,41.0,41.53,39.02,39.7,4566520,183417888
SH688521,2024-01-23,39.5,40.03,38.76,39.74,4077968,160958848
SH688521,2024-01-24,39.82,40.25,38.0,39.41,4022734,156499344
SH688521,2024-01-25,39.6,41.1,38.94,41.01,3571940,144025776
SH688521,2024-01-26,40.66,41.15,38.95,39.0,3375019,133956648
SH688521,2024-01-29,39.46,40.38,37.89,38.07,3258703,126415232
SH688521,2024-01-30,37.55,38.61,36.15,36.31,3516535,130231352
SH688521,2024-01-31,35.0,36.4,34.35,34.66,5160520,182434016
SH688521,2024-02-01,34.56,35.1,33.77,34.01,5289884,181782704
SH688521,2024-02-02,34.27,34.46,31.0,32.09,5223635,170406960
SH688521,2024-02-05,32.0,33.0,29.0,32.18,9382455,289501664
SH688521,2024-02-06,32.74,33.41,29.67,32.98,8983585,281656576
SH688521,2024-02-07,32.98,36.2,32.98,35.85,9979973,351338848
SH688521,2024-02-08,36.02,39.44,36.02,37.01,9463794,359103104
SH688521,2024-02-19,39.99,40.1,37.48,38.67,9988383,384793824
SH688521,2024-02-20,38.7,40.38,37.6,38.46,6858067,264641200
SH688521,2024-02-21,38.0,39.0,37.08,37.68,8334861,317007232
SH688521,2024-02-22,37.86,39.27,37.67,38.46,6582525,252211728
