代码,时间,开盘价,最高价,最低价,收盘价,成交量.股.,成交额.元.
SZ002841,2024-01-02,45.79,45.79,44.03,44.07,3254028,144965760
SZ002841,2024-01-03,43.99,44.2,43.0,43.44,2837620,123430720
SZ002841,2024-01-04,43.41,43.42,42.08,42.3,2898506,123105720
SZ002841,2024-01-05,42.39,42.47,41.2,41.42,2332541,97418896
SZ002841,2024-01-08,41.51,41.51,40.15,40.29,2761531,112107592
SZ002841,2024-01-09,40.39,40.77,39.85,40.11,2365129,95256024
SZ002841,2024-01-10,40.1,40.92,39.05,40.21,2415458,97031552
SZ002841,2024-01-11,40.2,41.35,40.1,41.19,1857581,76014688
SZ002841,2024-01-12,41.05,41.3,40.46,40.54,1713897,69860816
SZ002841,2024-01-15,40.52,40.74,39.94,40.11,1963998,79068576
SZ002841,2024-01-16,40.08,40.35,39.33,40.0,2762687,109931736
SZ002841,2024-01-17,40.01,40.25,38.94,38.95,1760811,69612296
SZ002841,2024-01-18,38.75,39.8,38.06,39.5,3066865,118861872
SZ002841,2024-01-19,39.5,40.2,39.28,39.41,2508280,99647312
SZ002841,2024-01-22,39.39,39.47,37.7,37.96,3144813,122004008
SZ002841,2024-01-23,37.7,39.09,37.34,38.81,2621909,100783168
SZ002841,2024-01-24,38.97,39.28,37.93,38.96,2830929,109531864
SZ002841,2024-01-25,39.08,39.76,38.4,39.64,2039251,80126824
SZ002841,2024-01-26,39.4,39.42,38.82,38.98,2393779,93540400
SZ002841,2024-01-29,39.0,39.2,37.24,37.3,3050495,115344104
SZ002841,2024-01-30,37.3,37.3,36.01,36.01,4087761,149651280
SZ002841,2024-01-31,35.8,36.19,34.25,34.26,5130201,178451712
SZ002841,2024-02-01,34.26,35.02,33.5,34.27,3899159,133736984
SZ002841,2024-02-02,34.3,35.09,32.0,33.11,4836987,162152624
SZ002841,2024-02-05,33.11,33.44,31.13,32.53,6525656,211091712
SZ002841,2024-02-06,32.53,34.74,32.05,34.6,5970951,200759168
SZ002841,2024-02-07,34.89,35.88,34.33,35.44,4945329,174290640
SZ002841,2024-02-08,35.44,36.3,34.63,36.1,5755473,204902880
SZ002841,2024-02-19,36.8,37.17,36.06,36.49,4461779,162777920
SZ002841,2024-02-20,36.13,36.79,35.83,36.66,2943196,107036352
SZ002841,2024-02-21,36.61,37.7,36.11,36.89,3893031,144103936
SZ002841,2024-02-22,36.73,37.7,36.73,37.64,2634746,98771152
SZ002841,2024-02-23,37.83,38.29,37.33,38.2,2523394,95232096
SZ002841,2024-02-26,38.09,38.76,37.68,38.29,2784799,106622936
SZ002841,2024-02-27,38.14,39.19,37.9,39.19,3515176,135860336
SZ002841,2024-02-28,39.2,40.1,37.58,37.58,4819814,188033712
SZ002841,2024-02-29,37.45,39.6,37.42,39.24,4436973,172474080
SZ002841,2024-03-01,39.39,40.4,39.25,40.12,3838680,153661184
SZ002841,2024-03-04,40.22,40.58,39.66,40.0,2761049,110685000
SZ002841,2024-03-05,39.59,40.3,39.23,39.5,3330013,132329280
SZ002841,2024-03-06,39.16,39.76,38.61,39.22,2590000,101469864
SZ002841,2024-03-07,39.57,39.6,38.2,38.2,2290507,88623784
SZ002841,2024-03-08,38.41,38.69,37.73,38.3,1688387,64465784
SZ002841,2024-03-11,38.3,39.23,37.94,39.08,2637324,102318784
