代码,时间,开盘价,最高价,最低价,收盘价,成交量.股.,成交额.元.
SH600755,2024-01-02,6.97,7.02,6.94,6.94,12444879,86778288.0
SH600755,2024-01-03,6.94,7.01,6.92,7.01,11963335,83463616.0
SH600755,2024-01-04,6.99,7.09,6.98,7.05,15757375,111010592.0
SH600755,2024-01-05,7.06,7.28,7.02,7.2,33141488,238390384.0
SH600755,2024-01-08,7.15,7.19,7.07,7.09,16951668,120637640.0
SH600755,2024-01-09,7.08,7.16,7.02,7.08,14648565,103871024.0
SH600755,2024-01-10,7.06,7.09,7.0,7.02,11954591,84210864.0
SH600755,2024-01-11,7.05,7.1,7.0,7.04,12004117,84646400.0
SH600755,2024-01-12,7.03,7.13,7.03,7.07,10441856,73968968.0
SH600755,2024-01-15,7.0,7.14,6.96,7.11,11582543,82052280.0
SH600755,2024-01-16,7.11,7.16,7.04,7.1,11600730,82280416.0
SH600755,2024-01-17,7.08,7.12,6.95,6.95,15094732,106338856.0
SH600755,2024-01-18,6.94,6.95,6.68,6.88,19504276,132589056.0
SH600755,2024-01-19,6.83,6.91,6.78,6.81,9177989,62814328.0
SH600755,2024-01-22,6.8,6.81,6.53,6.59,17017584,113870912.0
SH600755,2024-01-23,6.58,6.69,6.5,6.66,14974765,98891888.0
SH600755,2024-01-24,6.69,6.91,6.66,6.89,16765630,113922752.0
SH600755,2024-01-25,6.9,7.01,6.86,7.0,18392152,127879064.0
SH600755,2024-01-26,6.99,7.18,6.97,7.1,29381990,208394400.0
SH600755,2024-01-29,7.11,7.14,7.03,7.05,19106540,135339216.0
SH600755,2024-01-30,7.03,7.09,6.92,6.93,14331900,100581400.0
SH600755,2024-01-31,6.94,6.95,6.78,6.82,17562460,120356200.0
SH600755,2024-02-01,6.75,6.84,6.68,6.7,18750900,126465944.0
SH600755,2024-02-02,6.72,6.93,6.66,6.84,28228428,192954752.0
SH600755,2024-02-05,6.76,6.89,6.62,6.83,28856568,195251296.0
SH600755,2024-02-06,6.76,7.11,6.69,7.1,31768760,220396816.0
SH600755,2024-02-07,7.09,7.34,7.03,7.33,40439748,292255840.0
SH600755,2024-02-08,7.35,7.58,7.3,7.33,39283472,293040160.0
SH600755,2024-02-19,7.42,7.45,7.21,7.3,27383136,199461600.0
SH600755,2024-02-20,7.3,7.49,7.23,7.47,23870716,176706640.0
SH600755,2024-02-21,7.44,7.58,7.42,7.5,28989230,218087616.0
SH600755,2024-02-22,7.48,7.54,7.45,7.53,17673892,132528160.0
SH600755,2024-02-23,7.53,7.62,7.45,7.56,17807702,134528112.0
SH600755,2024-02-26,7.6,7.64,7.52,7.52,19393656,147005648.0
SH600755,2024-02-27,7.54,7.54,7.45,7.51,16838468,126093760.0
SH600755,2024-02-28,7.53,7.59,7.39,7.44,24289600,182219264.0
SH600755,2024-02-29,7.43,7.54,7.41,7.52,16917328,126852144.0
SH600755,2024-03-01,7.54,7.56,7.46,7.49,14349124,107589232.0
SH600755,2024-03-04,7.47,7.51,7.37,7.44,19796490,146911360.0
SH600755,2024-03-05,7.44,7.44,7.35,7.39,12844453,94968416.0
SH600755,2024-03-06,7.39,7.45,7.37,7.38,11968287,88659520.0
SH600755,2024-03-07,7.41,7.53,7.39,7.42,15163034,112995656.0
SH600755,2024-03-08,7.42,7.48,7.38,7.47,14329059,106469504.0
SH600755,2024-03-11,7.49,7.54,7.36,7.46,22153948,164559456.0
SH600755,2024-03-12,7.44,7.46,7.3,7.35,18376638,135136400.0
SH600755,2024-03-13,7.31,7.34,7.2,7.25,18027438,130809128.0
SH600755,2024-03-14,7.23,7.31,7.2,7.29,17873908,129880328.0
SH600755,2024-03-15,7.3,7.32,7.23,7.31,11811781,86012776.0
SH600755,2024-03-18,7.32,7.34,7.28,7.33,14060782,102727736.0
SH600755,2024-03-19,7.32,7.33,7.24,7.25,13176264,95913960.0
SH600755,2024-03-20,7.23,7.26,7.21,7.24,9763594,70624288.0
SH600755,2024-03-21,7.24,7.26,7.22,7.23,9335681,67566928.0
SH600755,2024-03-22,7.21,7.24,7.13,7.16,11631331,83454928.0
SH600755,2024-03-25,7.13,7.25,7.12,7.13,13125600,94197104.0
SH600755,2024-03-26,7.13,7.28,7.12,7.27,17806266,127895408.0
SH600755,2024-03-27,7.26,7.29,7.19,7.19,11964507,86651720.0
SH600755,2024-03-28,7.19,7.22,7.14,7.18,13255887,95243240.0
SH600755,2024-03-29,7.17,7.26,7.16,7.26,12108588,87486992.0
SH600755,2024-04-01,7.26,7.32,7.25,7.3,14943763,108905424.0
SH600755,2024-04-02,7.28,7.41,7.28,7.41,17926792,131943032.0
SH600755,2024-04-03,7.4,7.48,7.38,7.47,17411234,129516384.0
SH600755,2024-04-08,7.46,7.54,7.42,7.44,20850684,156122192.0
SH600755,2024-04-09,7.45,7.5,7.31,7.32,19725168,145495472.0
SH600755,2024-04-10,7.3,7.38,7.2,7.26,16214500,118089712.0
SH600755,2024-04-11,7.22,7.42,7.22,7.36,17265644,127034680.0
SH600755,2024-04-12,7.36,7.44,7.33,7.38,12863375,95047896.0
SH600755,2024-04-15,7.41,7.56,7.37,7.52,28970466,217119680.0
SH600755,2024-04-16,7.5,7.6,7.46,7.5,24586460,185418912.0
SH600755,2024-04-17,7.48,7.6,7.44,7.59,23907234,179949904.0
SH600755,2024-04-18,7.56,7.72,7.54,7.64,22794120,173956816.0
SH600755,2024-04-19,7.61,7.79,7.6,7.73,21479016,166178864.0
SH600755,2024-04-22,7.72,7.84,7.57,7.59,25867902,198414672.0
SH600755,2024-04-23,7.57,7.61,7.4,7.4,19929100,148944032.0
SH600755,2024-04-24,7.23,7.29,7.01,7.28,50228776,359175712.0
SH600755,2024-04-25,7.2,7.49,7.19,7.47,36555256,269227136.0
SH600755,2024-04-26,7.46,7.59,7.32,7.55,27081098,201988144.0
SH600755,2024-04-29,7.53,7.57,7.42,7.54,26104124,195615344.0
SH600755,2024-04-30,7.31,7.45,7.31,7.38,23960500,176963536.0
SH600755,2024-05-06,7.42,7.51,7.38,7.51,19330152,144250480.0
SH600755,2024-05-07,7.51,7.55,7.39,7.49,20508948,152960064.0
SH600755,2024-05-08,7.48,7.5,7.43,7.47,11334485,84748352.0
