代码,时间,开盘价,最高价,最低价,收盘价,成交量.股.,成交额.元.
SZ002517,2024-01-02,11.3,11.42,10.81,10.82,111847248,1240444544
SZ002517,2024-01-03,10.93,11.62,10.61,11.17,117040600,1312313984
SZ002517,2024-01-04,11.2,11.2,10.7,11.0,71224832,778319232
SZ002517,2024-01-05,10.89,10.95,10.56,10.65,51405992,551555776
SZ002517,2024-01-08,10.56,10.78,10.37,10.41,43375280,457475040
SZ002517,2024-01-09,10.46,10.69,10.27,10.36,41910348,437739424
SZ002517,2024-01-10,10.36,10.36,9.92,9.96,53270420,535899744
SZ002517,2024-01-11,9.99,10.61,9.85,10.44,62954064,650900608
SZ002517,2024-01-12,10.3,10.59,10.28,10.33,36951028,384648608
SZ002517,2024-01-15,10.2,10.5,10.14,10.25,36360756,375052544
SZ002517,2024-01-16,10.25,10.39,10.11,10.29,32647474,334015360
SZ002517,2024-01-17,10.48,10.55,9.92,9.92,60759688,616315648
SZ002517,2024-01-18,9.96,10.23,9.9,10.22,71266728,717082368
SZ002517,2024-01-19,10.72,11.2,10.58,10.97,129585416,1412296320
SZ002517,2024-01-22,10.96,11.28,10.12,10.18,92287200,984729088
SZ002517,2024-01-23,10.24,11.2,10.23,11.2,134710032,1488908160
SZ002517,2024-01-24,11.08,11.29,10.85,11.26,134231392,1490616960
SZ002517,2024-01-25,11.2,11.25,10.72,11.15,122212904,1347384192
SZ002517,2024-01-26,11.24,11.56,10.95,11.03,123521544,1386660096
SZ002517,2024-01-29,10.96,10.96,10.28,10.63,85358272,904852992
SZ002517,2024-01-30,10.53,10.65,10.15,10.19,51556508,534253568
SZ002517,2024-01-31,10.07,10.16,9.45,9.51,94404208,924780416
SZ002517,2024-02-01,9.45,10.37,9.17,9.96,87128288,856712832
SZ002517,2024-02-02,10.06,10.66,9.82,10.16,95088288,979999936
SZ002517,2024-02-05,9.82,10.04,9.16,9.56,93550664,899076160
SZ002517,2024-02-06,9.35,10.52,9.35,10.52,118300184,1200815104
SZ002517,2024-02-07,10.52,10.97,10.43,10.83,105719696,1132713984
SZ002517,2024-02-08,10.8,11.57,10.8,11.02,92039896,1024955968
SZ002517,2024-02-19,11.34,11.83,11.1,11.81,93785760,1081566080
SZ002517,2024-02-20,11.56,11.81,11.39,11.6,64848180,753095872
SZ002517,2024-02-21,11.41,11.95,11.26,11.49,66152588,765404096
SZ002517,2024-02-22,11.52,11.8,11.41,11.58,60432736,699814016
SZ002517,2024-02-23,11.68,11.74,11.27,11.56,71823328,819582592
SZ002517,2024-02-26,11.4,11.86,11.23,11.52,71481920,824978688
SZ002517,2024-02-27,11.5,12.4,11.42,12.23,101236416,1208574336
SZ002517,2024-02-28,12.31,13.08,11.95,12.02,122928008,1541747968
SZ002517,2024-02-29,12.0,12.54,11.99,12.5,62734120,774726976
SZ002517,2024-03-01,12.45,12.56,12.2,12.45,65567296,812328320
SZ002517,2024-03-04,12.43,12.54,12.0,12.31,72345672,881510848
SZ002517,2024-03-05,12.18,12.62,12.1,12.36,63427820,785938752
SZ002517,2024-03-06,12.3,12.39,12.0,12.1,50936812,617760512
SZ002517,2024-03-07,12.03,12.17,11.29,11.34,94773368,1102571648
SZ002517,2024-03-08,11.34,11.53,11.15,11.53,58748336,665956288
SZ002517,2024-03-11,11.45,11.65,11.17,11.64,52477536,599219328
SZ002517,2024-03-12,11.73,11.98,11.68,11.83,70296104,831789824
SZ002517,2024-03-13,11.9,12.44,11.8,12.16,90033200,1090217984
SZ002517,2024-03-14,12.0,12.16,11.52,11.8,65195720,770201984
SZ002517,2024-03-15,11.8,11.82,11.44,11.77,57013872,659528448
SZ002517,2024-03-18,11.84,12.09,11.55,12.05,63411020,752563008
SZ002517,2024-03-19,11.91,12.33,11.9,12.17,81581416,994194816
SZ002517,2024-03-20,12.08,12.59,12.04,12.49,90065256,1119329408
SZ002517,2024-03-21,12.63,13.04,12.49,12.56,91155832,1162159616
SZ002517,2024-03-22,12.46,12.72,12.12,12.58,70992904,880818624
SZ002517,2024-03-25,12.66,12.76,11.82,11.85,65184992,796274944
SZ002517,2024-03-26,11.85,11.9,11.3,11.51,61183208,708959424
SZ002517,2024-03-27,11.54,11.57,10.8,10.81,68646264,760106240
SZ002517,2024-03-28,10.78,11.33,10.78,11.19,55014904,615940800
SZ002517,2024-03-29,11.2,11.22,10.77,11.02,53673928,585254656
SZ002517,2024-04-01,11.06,11.68,11.02,11.64,62293460,712812096
SZ002517,2024-04-02,11.65,11.95,11.31,11.68,55817192,648842624
SZ002517,2024-04-03,11.55,11.65,11.2,11.35,40694416,463373056
SZ002517,2024-04-08,11.35,11.35,11.1,11.13,35946632,402015648
SZ002517,2024-04-09,11.2,11.51,10.96,11.44,42456084,478402688
SZ002517,2024-04-10,11.26,11.34,11.06,11.13,30566978,342141568
SZ002517,2024-04-11,11.02,11.42,10.99,11.17,31329250,352205376
SZ002517,2024-04-12,11.16,11.39,11.1,11.26,34436200,387998880
SZ002517,2024-04-15,11.24,11.37,10.94,11.15,45242104,502782752
SZ002517,2024-04-16,11.03,11.18,10.63,10.65,57804232,627183296
SZ002517,2024-04-17,10.76,11.03,10.56,10.78,62798240,677215168
SZ002517,2024-04-18,10.66,10.71,10.19,10.57,61037368,639456448
SZ002517,2024-04-19,10.5,10.58,10.22,10.27,33819284,350697984
SZ002517,2024-04-22,10.17,10.47,9.94,10.31,34295964,351513472
SZ002517,2024-04-23,10.34,10.76,10.3,10.61,44809020,471915968
SZ002517,2024-04-24,10.6,11.04,10.51,11.02,45067544,490381280
SZ002517,2024-04-25,10.93,11.27,10.81,10.98,37218504,410328160
SZ002517,2024-04-26,10.98,11.3,10.98,11.23,41921964,469684608
SZ002517,2024-04-29,11.36,11.83,11.31,11.74,59125412,691752192
SZ002517,2024-04-30,12.05,12.05,11.61,11.79,45358284,534277632
SZ002517,2024-05-06,11.99,12.25,11.9,11.98,53352480,643713536
SZ002517,2024-05-07,12.0,12.16,11.93,12.06,36004344,434074144
SZ002517,2024-05-08,12.01,12.01,11.34,11.42,60452784,698945344
SZ002517,2024-05-09,11.51,11.75,11.34,11.7,38950576,450832448
SZ002517,2024-05-10,11.65,11.86,11.57,11.68,30682688,358478688
SZ002517,2024-05-13,11.63,11.98,11.54,11.77,48203320,569242304
SZ002517,2024-05-14,12.07,12.13,11.8,11.99,51547272,615912064
SZ002517,2024-05-15,12.0,12.16,11.65,11.65,42100772,497244128
SZ002517,2024-05-16,11.7,11.71,11.45,11.49,30258714,350539712
SZ002517,2024-05-17,11.51,11.62,11.33,11.53,25063172,287482464
SZ002517,2024-05-20,11.5,11.56,11.15,11.26,47775808,540787776
SZ002517,2024-05-21,11.35,11.48,11.17,11.27,34124288,387264896
SZ002517,2024-05-22,11.18,11.31,11.09,11.26,28036512,314127200
SZ002517,2024-05-23,11.2,11.25,10.99,11.04,24673028,273902912
SZ002517,2024-05-24,11.0,11.17,10.94,11.0,20837328,230551792
SZ002517,2024-05-27,11.05,11.12,10.85,11.08,19047850,208778208
SZ002517,2024-05-28,11.01,11.05,10.75,10.78,28764834,312594784
SZ002517,2024-05-29,10.8,11.0,10.76,10.88,20723492,226158432
SZ002517,2024-05-30,10.8,10.91,10.67,10.71,20883620,224948224
SZ002517,2024-05-31,10.75,11.04,10.74,10.88,27111528,295725248
SZ002517,2024-06-03,10.82,10.87,10.51,10.63,34516248,368319584
SZ002517,2024-06-04,10.62,10.81,10.55,10.8,28087552,299900064
SZ002517,2024-06-05,10.62,10.73,10.51,10.51,21334088,226579552
SZ002517,2024-06-06,10.6,10.65,10.4,10.44,24768036,260402880
SZ002517,2024-06-07,10.57,10.64,10.24,10.39,26497400,275466944
