industry_pair,stock_pair,spread_std,total_avg_volume,annualized_return,max_drawdown,sharpe_ratio
医药生物-钢铁,"('600056.SH', '000709.SZ')",0.514848151569079,349163804.69841266,9122900.863858229,-5.602179553606139,-4.596840914721728
医药生物-食品饮料,"('300595.SZ', '002507.SZ')",1.1320852770701098,364532804.71428573,0.1477919900000002,-0.05898374455016109,0.8342351684128492
医药生物-食品饮料,"('600056.SH', '002507.SZ')",0.5446095849437906,363139622.71428573,0.1477919900000002,-0.05898374455016109,0.8342351684128492
医药生物-煤炭,"('600056.SH', '600157.SH')",0.5050031839183146,1237658928.2857144,19356.126337169997,-7.991218845344096,-2.892490632158368
医药生物-煤炭,"('301301.SZ', '002128.SZ')",1.4725673801832597,791048377.3809524,19356.126337169997,-7.991218845344096,-2.892490632158368
医药生物-房地产,"('000739.SZ', '002244.SZ')",0.7640690147116262,648120612.2222222,866.6860486600007,-6.23915391,-2.6766031276858113
医药生物-房地产,"('000513.SZ', '600325.SH')",1.1574492776760092,520587363.5555556,866.6860486600007,-6.23915391,-2.6766031276858113
医药生物-银行,"('600739.SH', '601997.SH')",0.9876739200460923,385459947.0952381,22.720351030000007,-2.1299881414954474,-1.9917939241274643
医药生物-银行,"('603707.SH', '601997.SH')",0.8884530883246851,333912754.9206349,22.720351030000007,-2.1299881414954474,-1.9917939241274643
医药生物-石油石化,"('300003.SZ', '601233.SH')",0.8808633176276539,663599615.2698412,20204.89705332,-5.9336763483734165,-2.9911841487435
医药生物-石油石化,"('600056.SH', '600871.SH')",0.5380302847438864,321466655.38095236,20204.89705332,-5.9336763483734165,-2.9911841487435
医药生物-环保,"('300595.SZ', '300070.SZ')",1.3829194087837484,408684171.3492063,27.901589690000005,-4.11639691449716,-1.993732909336477
医药生物-环保,"('603707.SH', '600008.SH')",0.9734134815409423,339779730.38095236,27.901589690000005,-4.11639691449716,-1.993732909336477
医药生物-家用电器,"('002044.SZ', '002429.SZ')",0.7133079471082803,737211371.920635,21.919991460000006,-0.8159947966069572,2.071888911043476
医药生物-家用电器,"('300595.SZ', '002508.SZ')",1.3748550241778632,380512826.1904762,21.919991460000006,-0.8159947966069572,2.071888911043476
医药生物-农林牧渔,"('300142.SZ', '000998.SZ')",1.270992603018043,568604316.2222222,6.419715450000001,-0.8487431300000001,1.2301890301027205
医药生物-农林牧渔,"('603456.SH', '000998.SZ')",0.925676543494469,457114195.39682543,6.419715450000001,-0.8487431300000001,1.2301890301027205
医药生物-建筑材料,"('603456.SH', '601636.SH')",1.4328610066321232,449031082.8095238,0.0,0.0,-inf
医药生物-建筑材料,"('300009.SZ', '002080.SZ')",1.4915953429073394,441928140.3333334,0.0,0.0,-inf
医药生物-通信,"('600739.SH', '688387.SH')",0.8122391529973939,286263000.9603175,-1.5712637200000001,-1.4399862762508175,-1.32502792432522
医药生物-建筑装饰,"('301301.SZ', '601611.SH')",1.460301266445176,707722890.031746,633.96943223,-1.871392794626272,-2.946903466393566
医药生物-建筑装饰,"('300003.SZ', '600970.SH')",0.9827649938501539,490336750.1746032,633.96943223,-1.871392794626272,-2.946903466393566
医药生物-商贸零售,"('600056.SH', '600859.SH')",0.7669352541907695,586050748.4444444,0.12731836000000007,-0.17176604512301819,0.6351841227953182
医药生物-轻工制造,"('300595.SZ', '002572.SZ')",1.2828249799455105,415140299.04761904,0.8481977799999991,-0.6688713581589516,0.8596017544657633
医药生物-社会服务,"('603456.SH', '300144.SZ')",1.1508315575654726,558365818.4444444,0.8724219099999995,-0.4744340359479142,0.957674109327624
医药生物-社会服务,"('300142.SZ', '600258.SH')",1.4688383161061993,535260580.61904764,0.8724219099999995,-0.4744340359479142,0.957674109327624
电子-电力设备,"('300285.SZ', '002340.SZ')",1.2518454365819296,947254896.4603174,5.76383061,-2.76342771,-1.330508135717239
电子-电力设备,"('002436.SZ', '688567.SH')",0.8827163525369542,916785373.9365079,5.76383061,-2.76342771,-1.330508135717239
